State Test English Language Arts (ELA) Results 2015 to 2017,,,,,,ELA Overall Performance Levels,,,,,,,,Reading Literary Text Subscores,,,,Reading Information Subscores,,,,Vocabulary Subscores,,,,,Writing Expression Subscores,,,,Writing Conventions Subscores,,
School ID,Year,Test Name,# Students Tested,,Overall ELA Mean Scale Score,% Did Not Meet,% Partially Met,% Approached,% Met,% Exceeded,% Met or Exceeded,Reading Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,Writing Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded
400028,2015,ELA/Literacy Grade 6,45,,730,13.3%,24.4%,42.2%,20.0%,0.0%,20.0%,41,,40.0%,40.0%,20.0%,,51.1%,37.8%,11.1%,,46.7%,20.0%,33.3%,31,,28.9%,40.0%,31.1%,,22.2%,40.0%,37.8%
400029,2015,ELA/Literacy Grade 6,42,,733,9.5%,26.2%,40.5%,23.8%,0.0%,23.8%,42,,40.5%,26.2%,33.3%,,40.5%,35.7%,23.8%,,38.1%,35.7%,26.2%,31,,28.6%,35.7%,35.7%,,21.4%,42.9%,35.7%
400030,2015,ELA/Literacy Grade 6,57,,740,7.0%,21.1%,36.8%,28.1%,7.0%,35.1%,47,,28.1%,26.3%,45.6%,,22.8%,35.1%,42.1%,,29.8%,29.8%,40.4%,31,,31.6%,40.4%,28.1%,,21.1%,31.6%,47.4%
400031,2015,ELA/Literacy Grade 6,77,,722,16.9%,32.5%,37.7%,11.7%,1.3%,13.0%,39,,42.9%,40.3%,16.9%,,54.5%,26.0%,19.5%,,54.5%,32.5%,13.0%,27,,37.7%,44.2%,18.2%,,40.3%,33.8%,26.0%
400033,2015,ELA/Literacy Grade 6,136,,710,33.8%,39.7%,22.8%,3.7%,0.0%,3.7%,35,,58.8%,27.2%,14.0%,,72.8%,22.8%,4.4%,,55.9%,29.4%,14.7%,22,,71.3%,24.3%,4.4%,,57.4%,33.8%,8.8%
400035,2015,ELA/Literacy Grade 6,77,,726,20.8%,28.6%,27.3%,22.1%,1.3%,23.4%,40,,51.9%,22.1%,26.0%,,49.4%,27.3%,23.4%,,48.1%,29.9%,22.1%,29,,46.8%,22.1%,31.2%,,41.6%,26.0%,32.5%
400036,2015,ELA/Literacy Grade 6,68,,738,8.8%,26.5%,33.8%,25.0%,5.9%,30.9%,47,,26.5%,29.4%,44.1%,,33.8%,25.0%,41.2%,,30.9%,22.1%,47.1%,29,,39.7%,33.8%,26.5%,,36.8%,27.9%,35.3%
400039,2015,ELA/Literacy Grade 6,44,,738,4.5%,29.5%,31.8%,34.1%,0.0%,34.1%,45,,36.4%,29.5%,34.1%,,31.8%,34.1%,34.1%,,40.9%,29.5%,29.5%,33,,25.0%,29.5%,45.5%,,22.7%,29.5%,47.7%
400040,2015,ELA/Literacy Grade 6,43,,712,30.2%,37.2%,25.6%,7.0%,0.0%,7.0%,35,,58.1%,27.9%,14.0%,,74.4%,20.9%,4.7%,,65.1%,18.6%,16.3%,25,,65.1%,25.6%,9.3%,,55.8%,23.3%,20.9%
400041,2015,ELA/Literacy Grade 6,34,,724,23.5%,26.5%,35.3%,11.8%,2.9%,14.7%,40,,52.9%,23.5%,23.5%,,38.2%,47.1%,14.7%,,47.1%,32.4%,20.6%,27,,55.9%,23.5%,20.6%,,35.3%,44.1%,20.6%
400044,2015,ELA/Literacy Grade 6,80,,706,41.3%,38.8%,15.0%,3.8%,1.3%,5.0%,35,,61.3%,28.8%,10.0%,,72.5%,21.3%,6.3%,,57.5%,28.8%,13.8%,18,,87.5%,11.3%,1.3%,,81.3%,16.3%,2.5%
400045,2015,ELA/Literacy Grade 6,23,,722,26.1%,26.1%,34.8%,8.7%,4.3%,13.0%,40,,43.5%,26.1%,30.4%,,65.2%,13.0%,21.7%,,56.5%,17.4%,26.1%,26,,52.2%,30.4%,17.4%,,52.2%,30.4%,17.4%
400046,2015,ELA/Literacy Grade 6,52,,730,17.3%,26.9%,26.9%,26.9%,1.9%,28.8%,41,,42.3%,34.6%,23.1%,,48.1%,25.0%,26.9%,,44.2%,32.7%,23.1%,30,,38.5%,25.0%,36.5%,,30.8%,28.8%,40.4%
400049,2015,ELA/Literacy Grade 6,52,,723,11.5%,48.1%,26.9%,11.5%,1.9%,13.5%,39,,55.8%,28.8%,15.4%,,57.7%,25.0%,17.3%,,57.7%,25.0%,17.3%,28,,50.0%,28.8%,21.2%,,44.2%,30.8%,25.0%
400050,2015,ELA/Literacy Grade 6,46,,739,13.0%,15.2%,37.0%,30.4%,4.3%,34.8%,44,,30.4%,32.6%,37.0%,,37.0%,39.1%,23.9%,,39.1%,28.3%,32.6%,34,,21.7%,21.7%,56.5%,,19.6%,26.1%,54.3%
400052,2015,ELA/Literacy Grade 6,110,,730,12.7%,35.5%,28.2%,21.8%,1.8%,23.6%,43,,45.5%,27.3%,27.3%,,41.8%,26.4%,31.8%,,44.5%,25.5%,30.0%,29,,41.8%,30.9%,27.3%,,36.4%,32.7%,30.9%
400060,2015,ELA/Literacy Grade 6,45,,732,13.3%,24.4%,33.3%,28.9%,0.0%,28.9%,43,,31.1%,31.1%,37.8%,,42.2%,26.7%,31.1%,,44.4%,22.2%,33.3%,30,,33.3%,37.8%,28.9%,,33.3%,31.1%,35.6%
400061,2015,ELA/Literacy Grade 6,38,,715,31.6%,28.9%,31.6%,7.9%,0.0%,7.9%,36,,57.9%,31.6%,10.5%,,68.4%,23.7%,7.9%,,52.6%,26.3%,21.1%,25,,55.3%,31.6%,13.2%,,57.9%,28.9%,13.2%
400064,2015,ELA/Literacy Grade 6,48,,706,45.8%,31.3%,16.7%,6.3%,0.0%,6.3%,35,,64.6%,25.0%,10.4%,,64.6%,22.9%,12.5%,,58.3%,31.3%,10.4%,17,,85.4%,12.5%,2.1%,,77.1%,16.7%,6.3%
400066,2015,ELA/Literacy Grade 6,24,,720,25.0%,20.8%,41.7%,12.5%,0.0%,12.5%,39,,41.7%,50.0%,8.3%,,50.0%,33.3%,16.7%,,50.0%,25.0%,25.0%,25,,54.2%,25.0%,20.8%,,50.0%,29.2%,20.8%
400068,2015,ELA/Literacy Grade 6,44,,709,34.1%,38.6%,18.2%,9.1%,0.0%,9.1%,36,,59.1%,22.7%,18.2%,,59.1%,29.5%,11.4%,,65.9%,20.5%,13.6%,20,,79.5%,15.9%,4.5%,,70.5%,22.7%,6.8%
400069,2015,ELA/Literacy Grade 6,42,,717,21.4%,40.5%,28.6%,9.5%,0.0%,9.5%,38,,52.4%,23.8%,23.8%,,66.7%,16.7%,16.7%,,50.0%,33.3%,16.7%,24,,50.0%,45.2%,4.8%,,64.3%,21.4%,14.3%
400071,2015,ELA/Literacy Grade 6,44,,731,6.8%,31.8%,38.6%,22.7%,0.0%,22.7%,44,,43.2%,31.8%,25.0%,,27.3%,45.5%,27.3%,,31.8%,34.1%,34.1%,29,,45.5%,34.1%,20.5%,,25.0%,43.2%,31.8%
400072,2015,ELA/Literacy Grade 6,28,,712,21.4%,50.0%,28.6%,0.0%,0.0%,0.0%,37,,53.6%,32.1%,14.3%,,60.7%,32.1%,7.1%,,50.0%,39.3%,10.7%,23,,71.4%,28.6%,0.0%,,71.4%,28.6%,0.0%
400074,2015,ELA/Literacy Grade 6,34,,714,20.6%,47.1%,29.4%,2.9%,0.0%,2.9%,36,,64.7%,20.6%,14.7%,,55.9%,41.2%,2.9%,,58.8%,26.5%,14.7%,24,,58.8%,32.4%,8.8%,,50.0%,41.2%,8.8%
400077,2015,ELA/Literacy Grade 6,61,,717,24.6%,37.7%,27.9%,9.8%,0.0%,9.8%,37,,55.7%,31.1%,13.1%,,62.3%,29.5%,8.2%,,57.4%,26.2%,16.4%,26,,52.5%,31.1%,16.4%,,44.3%,31.1%,24.6%
400078,2015,ELA/Literacy Grade 6,81,,711,34.6%,43.2%,9.9%,12.3%,0.0%,12.3%,36,,65.4%,17.3%,17.3%,,64.2%,24.7%,11.1%,,58.0%,16.0%,25.9%,22,,74.1%,18.5%,7.4%,,69.1%,17.3%,13.6%
400079,2015,ELA/Literacy Grade 6,95,,740,2.1%,33.7%,23.2%,37.9%,3.2%,41.1%,46,,28.4%,26.3%,45.3%,,26.3%,35.8%,37.9%,,35.8%,25.3%,38.9%,31,,27.4%,35.8%,36.8%,,24.2%,35.8%,40.0%
400080,2015,ELA/Literacy Grade 6,95,,737,9.5%,13.7%,41.1%,34.7%,1.1%,35.8%,45,,22.1%,37.9%,40.0%,,30.5%,25.3%,44.2%,,32.6%,26.3%,41.1%,31,,26.3%,41.1%,32.6%,,23.2%,41.1%,35.8%
400081,2015,ELA/Literacy Grade 6,31,,729,9.7%,29.0%,51.6%,9.7%,0.0%,9.7%,41,,38.7%,35.5%,25.8%,,41.9%,48.4%,9.7%,,51.6%,29.0%,19.4%,30,,22.6%,58.1%,19.4%,,22.6%,45.2%,32.3%
400082,2015,ELA/Literacy Grade 6,62,,724,21.0%,29.0%,32.3%,16.1%,1.6%,17.7%,41,,41.9%,24.2%,33.9%,,43.5%,33.9%,22.6%,,53.2%,22.6%,24.2%,24,,59.7%,19.4%,21.0%,,54.8%,25.8%,19.4%
400083,2015,ELA/Literacy Grade 6,32,,734,9.4%,31.3%,28.1%,31.3%,0.0%,31.3%,44,,37.5%,15.6%,46.9%,,31.3%,28.1%,40.6%,,46.9%,25.0%,28.1%,29,,34.4%,37.5%,28.1%,,31.3%,37.5%,31.3%
400084,2015,ELA/Literacy Grade 6,32,,722,21.9%,34.4%,25.0%,18.8%,0.0%,18.8%,42,,40.6%,31.3%,28.1%,,40.6%,25.0%,34.4%,,56.3%,12.5%,31.3%,22,,71.9%,21.9%,6.3%,,65.6%,18.8%,15.6%
400089,2015,ELA/Literacy Grade 6,59,,725,16.9%,32.2%,35.6%,15.3%,0.0%,15.3%,41,,33.9%,40.7%,25.4%,,40.7%,35.6%,23.7%,,42.4%,30.5%,27.1%,25,,62.7%,25.4%,11.9%,,59.3%,23.7%,16.9%
400092,2015,ELA/Literacy Grade 6,35,,706,42.9%,45.7%,8.6%,2.9%,0.0%,2.9%,34,,77.1%,11.4%,11.4%,,80.0%,17.1%,2.9%,,60.0%,28.6%,11.4%,20,,80.0%,17.1%,2.9%,,71.4%,22.9%,5.7%
400096,2015,ELA/Literacy Grade 6,24,,730,8.3%,29.2%,41.7%,20.8%,0.0%,20.8%,42,,33.3%,50.0%,16.7%,,33.3%,33.3%,33.3%,,41.7%,25.0%,33.3%,29,,33.3%,37.5%,29.2%,,41.7%,33.3%,25.0%
400101,2015,ELA/Literacy Grade 6,63,,726,22.2%,22.2%,34.9%,20.6%,0.0%,20.6%,42,,34.9%,33.3%,31.7%,,41.3%,30.2%,28.6%,,46.0%,30.2%,23.8%,27,,47.6%,36.5%,15.9%,,47.6%,27.0%,25.4%
400107,2015,ELA/Literacy Grade 6,29,,722,27.6%,24.1%,31.0%,17.2%,0.0%,17.2%,39,,48.3%,27.6%,24.1%,,48.3%,27.6%,24.1%,,62.1%,13.8%,24.1%,27,,55.2%,27.6%,17.2%,,41.4%,41.4%,17.2%
400111,2015,ELA/Literacy Grade 6,46,,736,8.7%,19.6%,43.5%,26.1%,2.2%,28.3%,43,,37.0%,34.8%,28.3%,,37.0%,37.0%,26.1%,,39.1%,30.4%,30.4%,33,,28.3%,26.1%,45.7%,,17.4%,39.1%,43.5%
400112,2015,ELA/Literacy Grade 6,63,,728,15.9%,31.7%,27.0%,25.4%,0.0%,25.4%,41,,42.9%,30.2%,27.0%,,33.3%,42.9%,23.8%,,44.4%,33.3%,22.2%,29,,38.1%,31.7%,30.2%,,42.9%,27.0%,30.2%
400113,2015,ELA/Literacy Grade 6,17,,701,52.9%,29.4%,5.9%,11.8%,0.0%,11.8%,33,,70.6%,17.6%,11.8%,,76.5%,11.8%,11.8%,,76.5%,11.8%,11.8%,18,,82.4%,17.6%,0.0%,,64.7%,29.4%,5.9%
400114,2015,ELA/Literacy Grade 6,30,,729,23.3%,20.0%,26.7%,26.7%,3.3%,30.0%,41,,36.7%,36.7%,26.7%,,46.7%,16.7%,36.7%,,53.3%,20.0%,26.7%,29,,40.0%,20.0%,40.0%,,36.7%,40.0%,23.3%
400115,2015,ELA/Literacy Grade 6,55,,719,20.0%,30.9%,43.6%,5.5%,0.0%,5.5%,37,,50.9%,32.7%,16.4%,,58.2%,32.7%,9.1%,,56.4%,25.5%,18.2%,28,,41.8%,47.3%,10.9%,,30.9%,50.9%,18.2%
400120,2015,ELA/Literacy Grade 6,64,,715,28.1%,42.2%,20.3%,9.4%,0.0%,9.4%,37,,56.3%,23.4%,20.3%,,64.1%,25.0%,10.9%,,65.6%,23.4%,10.9%,23,,64.1%,21.9%,14.1%,,56.3%,28.1%,15.6%
400121,2015,ELA/Literacy Grade 6,63,,723,15.9%,41.3%,25.4%,17.5%,0.0%,17.5%,40,,50.8%,27.0%,22.2%,,55.6%,28.6%,15.9%,,61.9%,22.2%,15.9%,27,,42.9%,33.3%,23.8%,,46.0%,34.9%,19.0%
400146,2015,ELA/Literacy Grade 6,80,,715,28.8%,35.0%,25.0%,10.0%,1.3%,11.3%,37,,53.8%,23.8%,22.5%,,58.8%,27.5%,13.8%,,62.5%,16.3%,21.3%,25,,60.0%,32.5%,7.5%,,48.8%,38.8%,12.5%
400153,2015,ELA/Literacy Grade 6,61,,729,8.2%,32.8%,36.1%,23.0%,0.0%,23.0%,41,,39.3%,32.8%,27.9%,,42.6%,36.1%,21.3%,,44.3%,39.3%,16.4%,30,,42.6%,29.5%,27.9%,,36.1%,27.9%,36.1%
400161,2015,ELA/Literacy Grade 6,51,,721,19.6%,41.2%,25.5%,13.7%,0.0%,13.7%,39,,54.9%,21.6%,23.5%,,56.9%,29.4%,13.7%,,45.1%,25.5%,29.4%,26,,52.9%,35.3%,11.8%,,47.1%,37.3%,15.7%
400163,2015,ELA/Literacy Grade 6,75,,719,22.7%,37.3%,26.7%,13.3%,0.0%,13.3%,37,,46.7%,33.3%,20.0%,,58.7%,26.7%,14.7%,,60.0%,22.7%,17.3%,28,,46.7%,34.7%,18.7%,,38.7%,38.7%,22.7%
400165,2015,ELA/Literacy Grade 6,98,,716,25.5%,34.7%,32.7%,7.1%,0.0%,7.1%,37,,52.0%,35.7%,12.2%,,61.2%,31.6%,7.1%,,62.2%,19.4%,18.4%,25,,56.1%,29.6%,14.3%,,55.1%,30.6%,14.3%
400167,2015,ELA/Literacy Grade 6,54,,738,9.3%,25.9%,29.6%,35.2%,0.0%,35.2%,43,,35.2%,25.9%,38.9%,,44.4%,24.1%,31.5%,,51.9%,25.9%,22.2%,34,,16.7%,29.6%,53.7%,,18.5%,27.8%,53.7%
400171,2015,ELA/Literacy Grade 6,55,,707,40.0%,30.9%,25.5%,3.6%,0.0%,3.6%,35,,65.5%,29.1%,5.5%,,60.0%,25.5%,14.5%,,63.6%,27.3%,9.1%,19,,74.5%,21.8%,3.6%,,67.3%,29.1%,3.6%
609772,2015,ELA/Literacy Grade 6,96,,727,18.8%,24.0%,35.4%,21.9%,0.0%,21.9%,42,,41.7%,22.9%,35.4%,,40.6%,41.7%,17.7%,,47.9%,26.0%,26.0%,27,,44.8%,28.1%,27.1%,,41.7%,27.1%,31.3%
609773,2015,ELA/Literacy Grade 6,35,,737,14.3%,25.7%,28.6%,22.9%,8.6%,31.4%,45,,40.0%,22.9%,37.1%,,37.1%,37.1%,25.7%,,34.3%,28.6%,37.1%,30,,37.1%,31.4%,31.4%,,28.6%,34.3%,37.1%
609774,2015,ELA/Literacy Grade 6,51,,769,0.0%,3.9%,17.6%,60.8%,17.6%,78.4%,57,,3.9%,19.6%,76.5%,,2.0%,15.7%,82.4%,,3.9%,15.7%,80.4%,39,,5.9%,13.7%,80.4%,,7.8%,5.9%,86.3%
609777,2015,ELA/Literacy Grade 6,36,,729,16.7%,22.2%,38.9%,22.2%,0.0%,22.2%,40,,38.9%,22.2%,38.9%,,47.2%,30.6%,22.2%,,55.6%,22.2%,22.2%,31,,25.0%,33.3%,41.7%,,25.0%,36.1%,38.9%
609779,2015,ELA/Literacy Grade 6,155,,733,15.5%,28.4%,24.5%,31.0%,0.6%,31.6%,42,,41.9%,26.5%,31.6%,,42.6%,26.5%,31.0%,,48.4%,20.0%,31.6%,31,,40.0%,21.3%,38.7%,,29.0%,27.1%,43.9%
609781,2015,ELA/Literacy Grade 6,27,,706,44.4%,29.6%,22.2%,3.7%,0.0%,3.7%,34,,59.3%,25.9%,14.8%,,74.1%,18.5%,7.4%,,77.8%,7.4%,14.8%,19,,81.5%,14.8%,3.7%,,66.7%,29.6%,3.7%
609782,2015,ELA/Literacy Grade 6,41,,743,2.4%,24.4%,36.6%,29.3%,7.3%,36.6%,48,,26.8%,26.8%,46.3%,,26.8%,22.0%,51.2%,,26.8%,26.8%,46.3%,33,,24.4%,34.1%,41.5%,,17.1%,34.1%,48.8%
609786,2015,ELA/Literacy Grade 6,31,,704,45.2%,35.5%,19.4%,0.0%,0.0%,0.0%,33,,67.7%,32.3%,0.0%,,80.6%,19.4%,0.0%,,74.2%,12.9%,12.9%,21,,87.1%,9.7%,3.2%,,74.2%,22.6%,3.2%
609788,2015,ELA/Literacy Grade 6,27,,729,14.8%,25.9%,37.0%,22.2%,0.0%,22.2%,42,,44.4%,25.9%,29.6%,,51.9%,18.5%,29.6%,,51.9%,18.5%,29.6%,30,,37.0%,40.7%,22.2%,,29.6%,37.0%,33.3%
609789,2015,ELA/Literacy Grade 6,96,,710,33.3%,34.4%,27.1%,5.2%,0.0%,5.2%,36,,58.3%,30.2%,11.5%,,66.7%,27.1%,6.3%,,64.6%,19.8%,15.6%,22,,68.8%,25.0%,6.3%,,61.5%,31.3%,7.3%
609790,2015,ELA/Literacy Grade 6,74,,711,35.1%,40.5%,13.5%,10.8%,0.0%,10.8%,35,,68.9%,18.9%,12.2%,,68.9%,20.3%,10.8%,,67.6%,21.6%,10.8%,22,,68.9%,17.6%,13.5%,,67.6%,20.3%,12.2%
609791,2015,ELA/Literacy Grade 6,41,,704,48.8%,34.1%,17.1%,0.0%,0.0%,0.0%,33,,70.7%,22.0%,7.3%,,73.2%,26.8%,0.0%,,68.3%,26.8%,4.9%,20,,80.5%,17.1%,2.4%,,73.2%,24.4%,2.4%
609792,2015,ELA/Literacy Grade 6,107,,727,23.4%,24.3%,27.1%,21.5%,3.7%,25.2%,41,,43.0%,28.0%,29.0%,,46.7%,28.0%,25.2%,,47.7%,29.0%,23.4%,28,,48.6%,22.4%,29.0%,,42.1%,29.0%,29.0%
609793,2015,ELA/Literacy Grade 6,52,,711,36.5%,36.5%,15.4%,11.5%,0.0%,11.5%,36,,63.5%,21.2%,15.4%,,61.5%,21.2%,17.3%,,69.2%,11.5%,19.2%,22,,59.6%,34.6%,5.8%,,57.7%,36.5%,5.8%
609794,2015,ELA/Literacy Grade 6,31,,786,0.0%,0.0%,0.0%,51.6%,48.4%,100.0%,67,,0.0%,6.5%,93.5%,,0.0%,0.0%,100.0%,,0.0%,0.0%,100.0%,41,,0.0%,19.4%,80.6%,,0.0%,9.7%,90.3%
609795,2015,ELA/Literacy Grade 6,30,,739,10.0%,16.7%,40.0%,33.3%,0.0%,33.3%,45,,26.7%,30.0%,43.3%,,33.3%,20.0%,46.7%,,40.0%,36.7%,23.3%,32,,26.7%,30.0%,43.3%,,16.7%,43.3%,40.0%
609796,2015,ELA/Literacy Grade 6,104,,757,6.7%,12.5%,22.1%,41.3%,17.3%,58.7%,52,,19.2%,27.9%,52.9%,,22.1%,20.2%,57.7%,,24.0%,17.3%,58.7%,36,,14.4%,24.0%,61.5%,,16.3%,21.2%,62.5%
609797,2015,ELA/Literacy Grade 6,40,,704,47.5%,35.0%,15.0%,2.5%,0.0%,2.5%,33,,80.0%,17.5%,2.5%,,75.0%,20.0%,5.0%,,65.0%,20.0%,15.0%,21,,72.5%,25.0%,2.5%,,80.0%,17.5%,2.5%
609798,2015,ELA/Literacy Grade 6,13,,750,7.7%,7.7%,30.8%,46.2%,7.7%,53.8%,50,,23.1%,30.8%,46.2%,,23.1%,23.1%,53.8%,,23.1%,23.1%,53.8%,34,,7.7%,30.8%,61.5%,,7.7%,23.1%,69.2%
609799,2015,ELA/Literacy Grade 6,98,,753,4.1%,9.2%,27.6%,55.1%,4.1%,59.2%,52,,16.3%,17.3%,66.3%,,15.3%,17.3%,67.3%,,13.3%,18.4%,68.4%,34,,17.3%,35.7%,46.9%,,12.2%,30.6%,57.1%
609800,2015,ELA/Literacy Grade 6,52,,713,26.9%,40.4%,23.1%,9.6%,0.0%,9.6%,37,,55.8%,28.8%,15.4%,,65.4%,25.0%,9.6%,,61.5%,23.1%,15.4%,23,,57.7%,38.5%,3.8%,,63.5%,32.7%,3.8%
609803,2015,ELA/Literacy Grade 6,20,,779,0.0%,0.0%,10.0%,60.0%,30.0%,90.0%,60,,0.0%,5.0%,95.0%,,0.0%,10.0%,90.0%,,15.0%,5.0%,80.0%,42,,0.0%,5.0%,95.0%,,0.0%,5.0%,95.0%
609804,2015,ELA/Literacy Grade 6,85,,722,24.7%,27.1%,29.4%,17.6%,1.2%,18.8%,39,,52.9%,27.1%,20.0%,,54.1%,24.7%,21.2%,,51.8%,27.1%,21.2%,28,,47.1%,31.8%,21.2%,,40.0%,29.4%,30.6%
609805,2015,ELA/Literacy Grade 6,46,,726,13.0%,30.4%,39.1%,17.4%,0.0%,17.4%,40,,43.5%,28.3%,28.3%,,47.8%,32.6%,19.6%,,39.1%,30.4%,30.4%,29,,41.3%,32.6%,26.1%,,32.6%,39.1%,28.3%
609806,2015,ELA/Literacy Grade 6,81,,706,43.2%,29.6%,19.8%,7.4%,0.0%,7.4%,34,,64.2%,24.7%,11.1%,,65.4%,28.4%,6.2%,,66.7%,18.5%,14.8%,20,,71.6%,23.5%,4.9%,,65.4%,25.9%,8.6%
609807,2015,ELA/Literacy Grade 6,76,,729,14.5%,27.6%,42.1%,14.5%,1.3%,15.8%,42,,38.2%,39.5%,22.4%,,34.2%,43.4%,22.4%,,38.2%,31.6%,30.3%,30,,40.8%,38.2%,21.1%,,32.9%,38.2%,28.9%
609808,2015,ELA/Literacy Grade 6,72,,711,34.7%,41.7%,15.3%,8.3%,0.0%,8.3%,36,,65.3%,22.2%,12.5%,,55.6%,34.7%,9.7%,,72.2%,12.5%,15.3%,23,,72.2%,20.8%,6.9%,,65.3%,23.6%,11.1%
609809,2015,ELA/Literacy Grade 6,39,,727,25.6%,12.8%,41.0%,17.9%,2.6%,20.5%,41,,46.2%,30.8%,23.1%,,38.5%,41.0%,20.5%,,48.7%,17.9%,33.3%,28,,38.5%,38.5%,23.1%,,30.8%,35.9%,33.3%
609810,2015,ELA/Literacy Grade 6,96,,750,4.2%,16.7%,27.1%,46.9%,5.2%,52.1%,48,,22.9%,26.0%,51.0%,,26.0%,28.1%,45.8%,,28.1%,24.0%,47.9%,36,,16.7%,22.9%,60.4%,,10.4%,22.9%,66.7%
609811,2015,ELA/Literacy Grade 6,32,,724,12.5%,34.4%,43.8%,9.4%,0.0%,9.4%,40,,50.0%,31.3%,18.8%,,43.8%,37.5%,18.8%,,46.9%,43.8%,9.4%,29,,43.8%,37.5%,18.8%,,34.4%,37.5%,28.1%
609812,2015,ELA/Literacy Grade 6,25,,716,24.0%,44.0%,24.0%,8.0%,0.0%,8.0%,37,,64.0%,24.0%,12.0%,,68.0%,28.0%,4.0%,,40.0%,36.0%,24.0%,26,,68.0%,20.0%,12.0%,,36.0%,56.0%,8.0%
609813,2015,ELA/Literacy Grade 6,29,,724,24.1%,17.2%,48.3%,10.3%,0.0%,10.3%,39,,44.8%,41.4%,13.8%,,44.8%,48.3%,6.9%,,48.3%,24.1%,27.6%,29,,37.9%,44.8%,17.2%,,31.0%,51.7%,17.2%
609815,2015,ELA/Literacy Grade 6,69,,734,2.9%,26.1%,50.7%,20.3%,0.0%,20.3%,43,,30.4%,37.7%,31.9%,,34.8%,47.8%,17.4%,,39.1%,33.3%,27.5%,32,,20.3%,55.1%,24.6%,,20.3%,46.4%,33.3%
609817,2015,ELA/Literacy Grade 6,64,,737,15.6%,21.9%,28.1%,26.6%,7.8%,34.4%,44,,37.5%,25.0%,37.5%,,31.3%,28.1%,40.6%,,40.6%,21.9%,37.5%,32,,31.3%,28.1%,40.6%,,26.6%,28.1%,45.3%
609818,2015,ELA/Literacy Grade 6,100,,722,22.0%,31.0%,31.0%,16.0%,0.0%,16.0%,39,,60.0%,22.0%,18.0%,,47.0%,33.0%,20.0%,,57.0%,26.0%,17.0%,28,,42.0%,35.0%,23.0%,,36.0%,37.0%,27.0%
609819,2015,ELA/Literacy Grade 6,35,,685,80.0%,17.1%,2.9%,0.0%,0.0%,0.0%,26,,94.3%,2.9%,2.9%,,100.0%,0.0%,0.0%,,85.7%,8.6%,5.7%,13,,97.1%,2.9%,0.0%,,97.1%,2.9%,0.0%
609820,2015,ELA/Literacy Grade 6,47,,779,0.0%,0.0%,10.6%,59.6%,29.8%,89.4%,61,,0.0%,14.9%,85.1%,,0.0%,10.6%,89.4%,,0.0%,19.1%,80.9%,42,,2.1%,6.4%,91.5%,,0.0%,8.5%,91.5%
609821,2015,ELA/Literacy Grade 6,54,,726,11.1%,42.6%,25.9%,20.4%,0.0%,20.4%,40,,51.9%,18.5%,29.6%,,46.3%,38.9%,14.8%,,53.7%,20.4%,25.9%,29,,38.9%,38.9%,22.2%,,25.9%,48.1%,25.9%
609826,2015,ELA/Literacy Grade 6,109,,721,22.9%,34.9%,26.6%,15.6%,0.0%,15.6%,38,,55.0%,23.9%,21.1%,,49.5%,31.2%,19.3%,,56.9%,25.7%,17.4%,27,,48.6%,27.5%,23.9%,,40.4%,39.4%,20.2%
609827,2015,ELA/Literacy Grade 6,65,,725,15.4%,33.8%,33.8%,16.9%,0.0%,16.9%,40,,50.8%,32.3%,16.9%,,46.2%,36.9%,16.9%,,47.7%,29.2%,23.1%,28,,49.2%,30.8%,20.0%,,40.0%,36.9%,23.1%
609828,2015,ELA/Literacy Grade 6,27,,742,7.4%,14.8%,33.3%,40.7%,3.7%,44.4%,45,,14.8%,33.3%,51.9%,,25.9%,33.3%,40.7%,,48.1%,22.2%,29.6%,34,,22.2%,11.1%,66.7%,,18.5%,18.5%,63.0%
609829,2015,ELA/Literacy Grade 6,51,,753,3.9%,5.9%,29.4%,54.9%,5.9%,60.8%,49,,17.6%,21.6%,60.8%,,15.7%,29.4%,54.9%,,25.5%,31.4%,43.1%,37,,9.8%,15.7%,74.5%,,5.9%,25.5%,68.6%
609830,2015,ELA/Literacy Grade 6,57,,708,29.8%,47.4%,21.1%,1.8%,0.0%,1.8%,35,,71.9%,22.8%,5.3%,,57.9%,36.8%,5.3%,,66.7%,21.1%,12.3%,20,,80.7%,15.8%,3.5%,,70.2%,28.1%,1.8%
609832,2015,ELA/Literacy Grade 6,60,,733,6.7%,31.7%,43.3%,16.7%,1.7%,18.3%,42,,45.0%,30.0%,25.0%,,38.3%,33.3%,28.3%,,30.0%,38.3%,31.7%,31,,31.7%,35.0%,33.3%,,23.3%,38.3%,38.3%
609833,2015,ELA/Literacy Grade 6,29,,709,27.6%,51.7%,17.2%,3.4%,0.0%,3.4%,35,,65.5%,17.2%,17.2%,,86.2%,13.8%,0.0%,,48.3%,27.6%,24.1%,21,,75.9%,20.7%,3.4%,,75.9%,20.7%,3.4%
